"İsm-i Âzam","Cenâb-ı Hakkın binbir isminden en büyük ve mânâca diğer isimleri kuşatmış olanı"
"İsm-i Âzam","Cenâb-ı Hakkın binbir isminden en büyük ve mânâca diğer isimleri kuşatmış olanı"
"Adl","her hak sahibine hakkını veren, sonsuz adalet sahibi olan Allah"
"cilve","görünme, yansıma"
"Nükte","ince ve derin anlamlı söz"
"Eskişehir Hapishanesi","1935 senesinde Bediüzzaman ve 120 talebesine açılan dava neticesinde Bediüzzaman'a on bir, 15 talebesine de altışar ay hapis cezası verilen hadise; bk. Eskişehir"
"temsil","benzetme, örnek"
"kâinat","evren"
"mütemadiyen","sürekli"
"tahrip","yıkılma"
"harp","savaş"
"hicret","göç"
"mevt","ölüm"
"âlem","dünya, evren"
"âlem","dünya, evren"
"hayret-engiz","hayret verici"
"muvazene","denge"
"mizan","ölçü, denge"
"tevzin","ölçülü yapma, dengeleme"
"bilbedâhe","açık bir şekilde"
"hadsiz","sayısız"
"mevcudat","varlıklar"
"hadsiz","sayısız"
"tahavvülât","değişimler"
"vâridat","gelirler"
"masarif","masraflar, giderler"
"umum","bütün"
"kâinat","evren"
"nazar-ı teftiş","denetleme bakışı"
"mizan","ölçü, denge"
"nebâtat","bitkiler"
"unsur","madde, element"
"inkılâp","değişme, dönüşme"
"muvazene","denge"
"istilâ","işgal altına almak"
"esbab","sebepler"
"maksatsız","gayesiz, hedefsiz"
"tesadüf","rastlantı"
"mizansız","ölçüsüz"
"şuursuz","bilinçsiz"
"zulmetli","karanlıklı"
"tabiat","canlı cansız bütün varlıklar, doğa"
"havale","bir işi başka birine bırakma"
"muvazene-i eşya","varlıkların ölçü ve dengesi"
"muvazene-i kâinat","kâinat dengesi"
"hercümerc","karmakarışık"
"taaffün","çürümek, kokuşmak"
"gazât-ı muzırra","zararlı gazlar"
"Zemin","yeryüzü"
"mezbele","çöplük"
"mezbaha","hayvan kesim evi"
"cesed-i hayvânî","hayvanların bedeni"
"hüceyrât","hücrecikler"
"küreyvât-ı hamrâ ve beyzâ","alyuvarlar ve akyuvarlar"
"zerrât","atomlar"
"tahavvülât","değişimler"
"cihazat-ı bedeniye","bedeni oluşturan organlar"
"tenasüb","uygunluk"
"vâridat","gelirler"
"masarif","masraflar, giderler"
"zemin","yeryüzü"
"sarfiyat","harcamalar"
"hayvânat","hayvanlar"
"nebâtât","bitkiler"
"tevellüdat","doğumlar"
"vefiyat","vefatlar, ölümler"
"güz","sonbahar"
"tahribat","tahripler, yıkımlar"
"tamirat","tamir işlemleri"
"unsur","madde, element"
"hidemat","hizmetler"
"harekât","hareketler"
"mevt","ölüm"
"ziya","ışık"
"zulmet","karanlık"
"hararet","ısı"
"burudet","soğukluk"
"mizan","ölçü, terazi"
"tanzim","düzenlemek"
"akl-ı beşer","insan aklı"
"hakikî","asıl, gerçek"
"israf","boş yere harcama"
"abes","faydasızlık, anlamsızlık"
"hikmet-i insaniye","insan aklının ürünü olan fen ve felsefe ilmi"
"mükemmel","eksiksiz"
"intizam","disiplin, düzen"
"güz","sonbahar"
"mevzuniyet","ölçülü olma"
"hikmet-i insaniye","insan aklının ürünü olan fen ve felsefe ilmi"
"intizam","disiplin, düzen"
"mevzuniyet","ölçülü olma"
"tezahür","görünme, ortaya çıkma"
"muhtelif","farklı"
"seyyare","gezegen"
"muvazene","denge"
"muvazene","denge"
"Adl","her hak sahibine hakkını veren, sonsuz adalet sahibi olan Allah"
"Kadîr","herşeye gücü yeten, sonsuz güç ve kudret sahibi Allah"
"Zât-ı Zülcelâl","büyüklük ve haşmet sahibi Allah"
"bilhassa","özellikle"
"seyyarat","gezegenler"
"küre-i arz","yerküre"
"sür'at","hız"
"zemin","yeryüzü"
"istif","düzgünce yerleştirmek"
"eşya","varlıklar"
"feza","uzay"
"sür'at","hız"
"tezyid","arttırmak"
"tenkis","eksiltmek"
"sekene","bir yerde oturanlar, sakinler"
"feza","uzay"
"muvazene","denge"
"bilhassa","özellikle"
"zemin","yeryüzü"
"nebâtî","bitkisel"
"hayvânî","hayvansal"
"taife","grup, topluluk"
"tevellüdat","doğumlar"
"vefiyat","vefatlar, ölümler"
"iaşe","besleme, yedirip içirme"
"rahîmâne","çok şefkatli bir şekilde"
"muvazene","denge"
"ziya","ışık"
"Zât-ı Adl","her hak sahibine hakkını veren, sonsuz adalet sahibi olan Zât, Allah"
"Rahîm","rahmeti herşeyi kuşatan her bir varlığa ayrı ayrı şefkatini gösteren Allah"
"bilhassa","özellikle"
"hadsiz","sayısız"
"hadsiz","sayısız"
"efrad","fertler, bireyler"
"ferd","kişi"
"âzâ","organlar"
"cihazat","öldükten sonra âhiret âleminde tekrar diriltilip Allah'ın huzurunda toplanma"
"mizan","ölçü, denge"
"münasebettar","bağlantılı, ilgili"
"muvazenet","denge, denklik"
"tenasüp","uygunluk"
"muvazene","denge, denklik"
"bedâhet","çok açık, âşikâr"
"Sâni-i Adl","herşeyi sanatlı bir şekilde yaratan ve sonsuz adâlet sahibi olan Allah"
"Hakîm","her işini hikmetle ve belli bir sebeple yapan Allah"
"bilhassa","özellikle"
"ferd-i hayvânî","her bir hayvan"
"hüceyrât","hücrecikler"
"mecrâ","akım yeri"
"küreyvât","alyuvarlar ve akyuvarlar"
"küreyvat","alyuvarlar ve akyuvarlar"
"muvazene","denge, denklik"
"bilbedâhe","açık bir şekilde"
"mâni","engel"
"umum","bütün"
"eşya","varlıklar"
"Hâlık-ı Adl u Hakîm","herşeyi adaletle ve hikmetle yaratan Allah"
"mizan","ölçü, denge"
"nizam","düzen"
"terbiye","belli bir amaca erişecek şekilde geliştirme, yetiştirme"
"Haşr","öldükten sonra âhiret âleminde tekrar diriltilip Allah'ın huzurunda toplanma"
"Mahkeme-i Kübrâ","âhirette Allah'ın huzurunda kurulacak olan büyük mahkeme"
"mizan-ı âzam-ı adalet","büyük adalet terazisi"
"ins","insan, insanlar"
"muvazene-i a'mâl","yapılan işlerin, amellerin tartılıp hesaplanması"
"istib'âd","akıldan uzak görme"
"muvazene-i ekber","en büyük düzen, denge"
"istib'âd","akıldan uzak görme"
"israf","savurganlık"
"iktisat","tutumluluk, savurganlık yapmama"
"zulüm","haksızlık"
"nezafet","temizlik"
"bedbaht","talihsiz, bahtsız"
"ins","insan, insanlar"
"kâinat","evren"
"mevcudat","varlıklar"
"düstur-u hareket","hareket etme kanunu, kuralı"
"iktisat","tutumluluk, savurganlık yapmama"
"nezafet","temizlik"
"umum","bütün"
"mevcudat","varlıklar"
"muhalefet","aykırı davranma, ters düşme"
"mânen","manevî olarak"
"hiddet","öfke"
"mazhar","elde etmek, üzerine almak"
"umum","bütün"
"mevcudat","varlıklar"
"mizan","ölçü, denge"
"israf","savurganlık"
"nezafet","temizlik"
"ism-i Hakîm","Allah'ın herşeyi hikmetle belirli gayelere yönelik olarak, mânâlı, faydalı ve tam yerli yerinde yarattığını ifade eden ismi"
"cilve-i âzam","en büyük yansıma, görünme"
"hikmet-i âmme-i kâinat","bütün kâinatta geçerli olan hikmet"
"iktisat","tutumluluk, savurganlık yapmama"
"israf","savurganlık"
"ism-i Adl","Allah'ın sonsuz adalet sahibi olduğunu bildiren ismi"
"cilve-i âzam","en büyük yansıma, görünme"
"kâinat","evren"
"adalet-i tâmme","tam ve eksiksiz adalet"
"umum","bütün"
"eşya","varlıklar"
"muvazene","denge, denklik"
"beşer","insan"
"Sûre-i Rahmân","Rahmân Sûresi, Kur'ân'ı Kerim'in 55. sûresi"
"âyet","Kur'ân'da yer alan her bir cümle"
"mertebe","derece"
"nevi","çeşit"
"mizan","ölçü, denge"
"mizan","ölçü, denge"
"zikr","anmak"
"kâinat","evren"
"mizan","ölçü, denge"
"derece-i azamet","büyüklük derecesi"
"fevkalâde","olağanüstü"
"ehemmiyet","değer, önem"
"israf","boş yere kullanma, savurganlık"
"hakikî","asıl, gerçek"
"mizan","ölçü, denge"
"ism-i Kuddûs","Allah'ın kusur ve noksanlıklardan mukaddes, pak ve temiz olduğunu ve her şeyi temiz yaptığını ifade eden ismi"
"cilve-i âzam","en büyük yansıma, görünme"
"tanzif","temizleme"
"nezafet","temizlik"
"kâinat","evren"
"mevcudat","varlıklar"
"Beşer","insan, insanlar"
"hakikî","asıl, gerçek"
"nezafet","temizlik"
"hakaik-i Kur'âniye","Kur'ân'ın hakikatleri, gerçekleri"
"desâtir-i İslâmiye","İslâmiyetin düsturları, prensipleri"
"adalet","her hak sahibine hakkının tam ve eksiksiz verilmesi"
"iktisat","tutumluluk"
"nezafet","temizlik"
"hayat-ı beşeriye","insan hayatı"
"esaslı","köklü"
"düstur","kural"
"ahkâm-ı Kur'âniye","Kur'ân'ın hükümleri, esasları"
"kâinat","evren"
"alâkadar","alakalı, ilgili"
"kâinat","evren"
"hakaik","gerçekler"
"kâinat","evren"
"suret","biçim, görünüş"
"ziya-yı âzam","en büyük ışık"
"rahmet","İlâhî şefkat, merhamet"
"inâyet","Allah'tan gelen yardım, ihsan, iyilik"
"hafîziyet","Allah'ın herşeyi koruyup saklaması"
"misillü","gibi, benzeri"
"ihatalı","kapsamlı"
"hakikat","doğru gerçek"
"haşr","âhirette diriltilerek Allah'ın huzurunda toplanma"
"âhiret","öteki dünya, öldükten sonraki sonsuz hayat"
"iktiza","gerektirmek"
"istilzam","gerekli kılmak, gerekli görmek"
"kâinat","evren"
"umum","bütün"
"mevcudat","varlıklar"
"hükümfermâ","hüküm süren"
"rahmet","İlâhî şefkat, merhamet"
"inâyet","Allah'tan gelen yardım, ihsan, iyilik"
"adalet","her hak sahibine hakkının tam ve eksiksiz verilmesi"
"hikmet","fayda, gaye"
"iktisat","tutumluluk"
"nezafet","temizlik"
"ihatalı","kapsamlı"
"hakikat","doğru gerçek"
"haşr","âhirette diriltilerek Allah'ın huzurunda toplanma"
"adem","yokluk, hiçlik"
"âhiret","öteki dünya, öldükten sonraki sonsuz hayat"
"merhametsiz","acımasız"
"hikmet","fayda, gaye"
"israf","boş yere kullanma, savurganlık"
"nezafet","temizlik"
"abesiyet","faydasız ve gayesiz oluş"
"inkılâp","dönüşmek"
"Hâşâ","asla öyle değil"
"hâşâ","asla öyle değil"
"hakk-ı hayat","yaşama hakkı"
"rahîmâne","çok şefkatli bir şekilde"
"muhafaza","koruyan"
"rahmet","İlâhî şefkat, merhamet"
"hikmet","herşeyin belirli gayelere yönelik olarak faydalı ve yerli yerinde olması"
"haşr","âhirette diriltilerek Allah'ın huzurunda toplanma"
"umum","bütün"
"zîşuur","akıl ve şuur sahibi"
"hadsiz","sınırsız, sayısız"
"hukuk-u hayat","hayat boyu sahip olunan haklar"
"nihayetsiz","sınırsız"
"mevcudat","varlıklar"
"nihayetsiz","sınırsız"
"hukuk","haklar"
"zayi","kaybetmek"
"tabiri caizse","söylenmesi uygun ise"
"rahmet","İlâhî şefkat, merhamet"
"adalet","her hak sahibine hakkının tam ve eksiksiz verilmesi; her şeyin dengelenmesi"
"hikmet","herşeyin belirli gayelere yönelik olarak faydalı ve yerli yerinde olması"
"hadsiz","sınırsız, sayısız"
"hassasiyet","duyarlılık"
"haşmet-i Rububiyet","Allah'ın bütün varlık âlemini kuşatan terbiye ve idareciliğinin haşmeti, görkemi"
"kemâlât","mükemmel ve kusursuz özellikler"
"kâinat","evren"
"hadsiz","sınırsız, sayısız"
"nimet","iyilik, lütuf"
"saltanat-ı Ulûhiyet","bütün varlıkların tek İlâhı olan ve hiçbir ortak kabul etmeyen Allah'ın saltanatı"
"umum","bütün"
"kemâlât","mükemmel ve kusursuz özellikler"
"mahlûkat","yaratılmışlar, varlıklar"
"inkâr","kabul etmemek"
"haşir","yeniden dirilmenin olmaması"
"müsaade","izin vermek"
"Hâşâ","asla öyle değil"
"cemâl-i mutlak","sınırsız güzellik"
"kubh-u mutlak","mutlak çirkinlik"
"bilbedâhe","açık bir şekilde"
"müsaade","izin vermek"
"âhiret","öteki dünya, öldükten sonraki sonsuz hayat"
"inkâr","kabul etmemek"
"evvelce","daha önce"
"hakaik","gerçekler"
"inkâr","kabul etmemek"
"hakaik","gerçekler"
"lisan","dil"
"tekzip","yalanlamak"
"kat'î","kesin"
"âhiret","öteki dünya, öldükten sonraki sonsuz hayat"
"vücud","varlık"
"vücud","varlık"
"kat'î","kesin"
"İsm-i Âzam","Cenâb-ı Hakkın binbir isminden en büyük ve mânâca diğer isimleri kuşatmış olanı"
"Nükte","ince ve derin anlamlı söz"
"âyet","Kur'ân'da yer alan her bir cümle"
"nükte","ince ve derin anlamlı söz"
"İsm-i Âzam","Cenâb-ı Hakkın binbir isminden en büyük ve mânâca diğer isimleri kuşatmış olanı"
"İsm-i Âzam","Cenâb-ı Hakkın binbir isminden en büyük ve mânâca diğer isimleri kuşatmış olanı"
"ism-i Hakem","Allah'ın haklıyı haksızdan ayırdığını, herbir şey hakkında küllî hüküm sahibi olduğunu ve onların hangi keyfiyette olacağna dair hükmünün bulunduğunu ifade eden ismi"
"cilve","görünme, yansıma"
"Ramazan-ı Şerif","Ramazan ayı"
"Eskişehir Hapishanesi","1935 senesinde Bediüzzaman ve 120 talebesine açılan dava neticesinde Bediüzzaman'a on bir, 15 talebesine de altışar ay hapis cezası verilen hadise; bk. Eskişehir"
"Nükte","ince ve derin anlamlı söz"
"müsvedde","karalama halinde yazı"
"NÜKTE","ince ve derin anlamlı söz"
"ism-i Hakem","Allah'ın haklıyı haksızdan ayırdığını, herbir şey hakkında küllî hüküm sahibi olduğunu ve onların hangi keyfiyette olacağna dair hükmünün bulunduğunu ifade eden ismi"
"tecellî-i âzam","en büyük yansıma, görünüm"
"kâinat","evren"
"derc","yerleştirmek"
"mevcut","var olma"
"muhtasar","kısa, özet"
"fihriste","özet, bir kitabın içindekiler bölümü"
"tarz","biçim, şekil"
"cihet","taraf, yön"
"Nakkaş","her bir varlığı nakışlı şekilde yaratan Allah"
"Kâtib","yazan, varlıkları bir kitap gibi yazan Allah"
"vuzuh","açıklık"
"kitab-ı kâinat","kâinat kitabı"
"müşahede","gözlemleme"
"vücud","varlık"
"ziyade","çok, fazla"
"Kâtib","yazan, varlıkları bir kitap gibi yazan Allah"
"vücud","varlık"
"vahdet","birlik"
"vücud","varlık"
"kâtib","yazan, varlıkları bir kitap gibi yazan Allah"
"kitab-ı kebîr","büyük bir kitabı andıran kâinat"
"zemin","yer"
"nebâtat","bitkiler"
"hayvânat","hayvanlar"
"taife","grup, topluluk"
"adedince","sayısınca"
"suret","biçim, şekil"
"nebat","bitki"
"adedince","sayısınca"
"manzum","kâfiyeli ve ölçülü bir şekilde yazılan"
"kaside","büyük bir şahsı övmek için yazılan şiir (burada mecazî anlamda kullanılmıştır)"
"muntazam","düzenli"
"mevzun","ölçülü"
"adedince","sayısınca"
"Hakem-i Zülcelâl","herbir şey nasıl olacaksa onun keyfiyeti hakkında genel hükmü veren sonsuz haşmet sahibi Allah"
"medh-ü senâ","övme ve yüceltme"
"mânidar","mânâlı, anlamlı"
"Nakkaş","herşeyi san'atlı bir şekilde nakış nakış işleyen Allah"
"medîhe","övgü"
"tegannî","şarkı söyleyen"
"manzum","kâfiyeli ve ölçülü bir şekilde yazılan"
"kaside","on beş beyitten az olmayan ve büyük bir şahsı övmek için yazılan şiir"
"Hakem-i Zülcelâl","herbir şey nasıl olacaksa onun keyfiyeti hakkında genel hükmü veren sonsuz haşmet sahibi Allah"
"zemin","yeryüzü"
"meşher","sergi yeri"
"teşhir","sergilemek"
"antika","eski ve kıymetli sanat eseri"
"acip","hayret verici, şaşırtıcı"
"Sultan-ı Ezelî","hüküm ve saltanatının başlangıcı olmayan Sultan, Allah"
"murassâ","kıymetli taşlarla süslenmiş"
"nişan","bir kişiyi onurlandırmak için verilen madalya"
"forma","özel işaretli giysi"
"hususî","özel"
"resm-i küşâd","ilk açılış töreni"
"nazar","bakış"
"arz","sunmak, göstermek, bildirmek"
"müzeyyen","süslenmiş"
"mevzun","ölçülü"
"muntazam","düzenli"
"mânidar","mânâlı, anlamlı"
"hikmetli","belli bir amaç ve hedefe yönelik olma"
"vecih","yön"
"Nakkaş","herşeyi san'atlı bir şekilde nakış nakış işleyen Allah"
"vücud","varlık"
"esmâ","isimler"
"şehadet","şahitlik, tanıklık etmek"
"mizan","ölçü, denge"
"mizan","ölçü, denge"
"intizam","disiplin, düzen"
"intizam","disiplin, düzen"
"tanzim","düzenleme"
"tevzin","ölçülü yapma, dengeleme"
"tevzin","ölçülü yapma, dengeleme"
"tanzim","düzenleme"
"ziynet","süs"
"ziynet","süs"
"mânidar","mânâlı, anlamlı"
"hikmetli","belli bir amaç ve hedefe yönelik olma"
"adedince","sayısınca"
"Hakem-i Zülcelâl","herbir şey nasıl olacaksa onun keyfiyeti hakkında genel hükmü veren sonsuz haşmet sahibi Allah"
"fihriste","özet, içindekiler bölümü"
"sandukça","küçük sandık"
"hâkezâ","bunun gibi"
"kıyasen","benzeterek, kıyaslayarak"
"kâinat","evren"
"ism-i Hakem","herbir şey nasıl olacaksa, o şeyin keyfiyeti hakkında Cenâb-ı Hakkın küllî hükme sahip olduğunu bildiren ismi"
"Hakîm","herşeyi belirli maksat ve faydalara uygun ve tam yerli yerinde yaratan, hikmet sahibi Allah"
"cilve","görünme, yansıma"
"mu'cize","bir benzerini yapma konusunda başkalarını âciz bırakan olağanüstü şey"
"esbab","sebepler"
"nazîr","benzer, eş"
"muaraza","karşı koyma"
"Kur'ân-ı Azîm-i Kâinat","büyük bir Kur'ân gibi ince ve derin mânâlar ifade eden kâinat"
"âyet-i tekvîniye","maddî alemde gözle görülen âyet"
"huruf","harfler"
"adedince","sayısınca"
"mu'cize","bir benzerini yapma konusunda başkalarını âciz bırakan olağanüstü şey"
"tesadüf","rastlantı"
"mizan","ölçü, denge"
"şuur","bilinç"
"tabiat","canlı cansız bütün varlıklar, doğa"
"cihet","taraf, yön"
"hakîmâne","bir maksat ve gayeye yönelik bir şekilde"
"basîrâne","görerek"
"mizan","ölçü, denge"
"intizam","disiplin, düzen"
"cihet","taraf, yön"
"intizam","disiplin, düzen"
"müşahede","gözlemlenme"
"NÜKTE","derin anlamlı söz"
"beyan","açıklamak"
"nihayet","son derece, sınırsız"
"kemal","olgunluk, mükemmellik"
"cemal","güzellik"
"nihayet","son derece, sınırsız"
"cemal","güzellik"
"kemal","olgunluk, mükemmellik"
"teşhir","sergilemek"
"esaslı","köklü"
"kaide","kural, prensip"
"esaslı","köklü"
"düstur-u umumîye","genel düstur, kural"
"binaen","dayanarak"
"kitab-ı kebîr-i kâinat","büyük kâinat kitabı"
"Nakkaş-ı Ezelî","başlangıcı olmayan ve bütün varlıkları bir nakış halinde yaratan Allah"
"kâinat","evren"
"kâinat","evren"
"kemâlât","mükemmel ve kusursuz özellikler"
"cemâl","güzellik"
"cüz'î","ferdî, küçük, sınırlı"
"küllî","geniş ve kapsamlı"
"mevcud","varlık"
"müteaddit","birçok, çeşitli"
"lisan","dil"
"cemâl-i kemâl","mükemmellikteki güzellik"
"kemâl-i cemâl","güzellikteki mükemmellik"
"gafil","duyarsız, sorumsuz, âhiretten ve Allah'ın emir ve yasaklarından habersiz davranan kimse"
"Hâkim-i Hakem-i Hakîm-i Zülcelâli ve'l-Cemal","herşeyin hâkimi, her varlığın küllî hükmünü veren, her şeyi hikmetle ve yerli yerinde yaratan, sonsuz büyüklük ve güzellik sahibi"
"mahlûk","yaratılmış, varlık"
"hadsiz","sınırsız, sayısız"
"mukabil","karşılık"
"ubudiyet","kulluk"
"hadsiz","sınırsız, sayısız"
"muzaaf","katmerli, kat kat"
"cehalet","cahillik"
"hasâret","zarar, kayıp"
"kâinat","evren"
"Sâni-i Kadîr","sonsuz güç ve iktidar sahibi ve herşeyi san'atla yaratan Allah"
"Hakîm","herşeyi hikmetle, belirli gayelere yönelik olarak, mânâlı, faydalı ve tam yerli yerinde yaratan Allah"
"mülk","sahip olunan şey"
"iştirak","ortak olma"
"nihayet","son derece, sınırsız"
"intizam","disiplin, düzen"
"şirk","Allah'a ortak koşma"
"müteaddit","birçok, çeşitli"
"ednâ","en aşağı"
"vazifedar","görevli"
"hâkimiyet","hükümranlık, egemenlik"
"esaslı","köklü"
"hassa","özellik"
"istiklâl","bağımsızlık"
"infirad","tek başına olma"
"intizam","disiplin, düzen"
"vahdet","birlik"
"hâkimiyet","hükümranlık, egemenlik"
"infirad","tek başına olma"
"iktiza","gerektirmek"
"hâkimiyet","hükümranlık, egemenlik"
"muvakkat","geçici"
"muavenet","yardım"
"âciz","güçsüz"
"derece-i rububiyette","bütün kâinatı kaplayan terbiye ve idare edicilik seviyesinde"
"hakikî","asıl, doğru, gerçek"
"hâkimiyet-i mutlaka","sınırsız ve tam bir egemenlik"
"Kadîr-i Mutlak","herşeye gücü yeten, sınırsız güç ve kuvvet sahibi, Allah"
"intizam","düzen, tertip"
"kâinat","evren"
"halk","yaratma"
"halk","yaratma"
"kudret","güç, iktidar"
"halk","yaratma"
"kâinat","evren"
"halk","yaratma"
"kudret","güç, iktidar"
"kâinat","evren"
"şerik","Allah'a ortak koşulan şey"
"hissedar","pay sahibi"
"nümune","örnek"
"kâinat","evren"
"rububiyet","Allah'ın bütün varlık âlemini kuşatan egemenliği, yaratıcılığı, idaresi ve terbiyesi"
"muhâlât","imkânsız olan şeyler"
